排名, 显示卡, 类型, 性能, 架构, 出厂年份, 现在的价格, TDP
'1253', 'GeForce 6100', '桌面', '−', 'Curie', '2004', '64 USD', '−'
'1254', 'GeForce 6150', '桌面', '−', 'Curie', '2004', '164 USD', '−'
'1255', 'GeForce 6150 LE', '桌面', '−', 'Curie', '2004', '29 USD', '−'
'1256', 'GeForce 6200', '桌面', '−', 'Curie', '2004', '154 USD', '−'
'1257', 'GeForce 6200 LE', '桌面', '−', 'Curie', '2005', '130 USD', '−'
'1258', 'GeForce 6200 TurboCache', '桌面', '−', 'Curie', '2004', '100 USD', '−'
'1259', 'GeForce 6500', '桌面', '−', 'Curie', '2005', '343 USD', '−'
'1260', 'GeForce 6600', '桌面', '−', 'Curie', '2004', '34 USD', '−'
'1261', 'GeForce 6600 GT', '桌面', '−', 'Curie', '2004', '20 USD', '−'
'1262', 'GeForce 6600 LE', '桌面', '−', 'Curie', '2005', '195 USD', '−'
'1263', 'GeForce 6610 XL', '桌面', '−', 'Curie', '2004', '−', '−'
'1264', 'GeForce 6700 XL', '桌面', '−', 'Curie', '2004', '535 USD', '−'
'1265', 'GeForce 6800', '桌面', '−', 'Curie', '2004', '250 USD', '−'
'1266', 'GeForce 6800 GS', '桌面', '−', 'Curie', '2005', '181 USD', '−'
'1267', 'GeForce 6800 GT', '桌面', '−', 'Curie', '2004', '213 USD', '67 W'
'1268', 'GeForce 6800 LE', '桌面', '−', 'Curie', '2004', '161 USD', '−'
'1269', 'GeForce 6800 Ultra', '桌面', '−', 'Curie', '2004', '300 USD', '81 W'
'1270', 'GeForce 6800 XE', '桌面', '−', 'Curie', '2005', '−', '−'
'1271', 'GeForce 6800 XT', '桌面', '−', 'Curie', '2005', '120 USD', '−'
'1272', 'GeForce 7000M', '用于笔记本电脑', '−', '2006', '163 USD', '−', '_'
'1273', 'GeForce 7100 GS', '桌面', '−', 'Curie', '2006', '168 USD', '−'
'1274', 'GeForce 7200 GS', '桌面', '−', 'Curie', '2006', '70 USD', '−'
'1275', 'GeForce 7300 GS', '桌面', '−', 'Curie', '2006', '171 USD', '23 W'
'1276', 'GeForce 7300 GT', '桌面', '−', 'Curie', '2006', '86 USD', '24 W'
'1277', 'GeForce 7300 LE', '桌面', '−', 'Curie', '2006', '79 USD', '−'
'1278', 'GeForce 7300 SE', '桌面', '−', 'Curie', '2006', '−', '−'
'1279', 'GeForce 7350 LE', '桌面', '−', 'Curie', '2006', '30 USD', '−'
'1280', 'GeForce 7500 LE', '桌面', '−', 'Curie', '2006', '522 USD', '−'
'1281', 'GeForce 7600 GS', '桌面', '−', 'Curie', '2006', '179 USD', '27 W'
'1282', 'GeForce 7650 GS', '桌面', '−', 'Curie', '2006', '130 USD', '−'
'1283', 'GeForce 8200', '桌面', '−', 'Tesla', '2007', '153 USD', '40 W'
'1284', 'GeForce 8200M G', '用于笔记本电脑', '−', '2008', '1279 USD', '−', '_'
'1285', 'GeForce 8300', '桌面', '−', 'Tesla', '2007', '215 USD', '40 W'
'1286', 'GeForce 8300 GS', '桌面', '−', 'Tesla', '2007', '24 USD', '40 W'
'1287', 'GeForce 8400', '桌面', '−', 'Tesla', '2007', '134 USD', '25 W'
'1288', 'GeForce 8400 GS', '桌面', '−', 'Tesla', '2007', '125 USD', '40 W'
'1289', 'GeForce 8400 SE', '桌面', '−', 'Tesla', '2008', '−', '50 W'
'1290', 'GeForce 8400M G', '用于笔记本电脑', '−', 'Tesla', '2007', '1279 USD', '10 W'
'1291', 'GeForce 8400M GS', '用于笔记本电脑', '−', 'Tesla', '2007', '18 USD', '11 W'
'1292', 'GeForce 8400M GT', '用于笔记本电脑', '−', 'Tesla', '2007', '310 USD', '14 W'
'1293', 'GeForce 8500 GT', '桌面', '−', 'Tesla', '2007', '231 USD', '30 W'
'1294', 'GeForce 8600 GS', '桌面', '−', 'Tesla', '2007', '7 USD', '47 W'
'1295', 'GeForce 8600 GT', '桌面', '−', 'Tesla', '2007', '182 USD', '47 W'
'1296', 'GeForce 8600 GTS', '桌面', '−', 'Tesla', '2007', '84 USD', '60 W'
'1297', 'GeForce 8600M GS', '用于笔记本电脑', '−', 'G8x', '2007', '66 USD', '20 W'
'1298', 'GeForce 8600M GT', '用于笔记本电脑', '−', 'G8x', '2007', '414 USD', '20 W'
'1299', 'GeForce 8700M GT', '用于笔记本电脑', '−', 'G8x', '2007', '310 USD', '29 W'
'1300', 'GeForce 9100', '桌面', '−', 'Tesla', '2007', '4 USD', '40 W'
'1301', 'GeForce 9100M G', '用于笔记本电脑', '−', '2008', '1279 USD', '−', '_'
'1302', 'GeForce 9200', '桌面', '−', 'Tesla', '2007', '92 USD', '40 W'
'1303', 'GeForce 9200M GS', '用于笔记本电脑', '−', 'Tesla', '2008', '180 USD', '13 W'
'1304', 'GeForce 9300 GE', '桌面', '−', 'Tesla', '2008', '55 USD', '−'
'1305', 'GeForce 9300 GS', '桌面', '−', 'Tesla', '2008', '89 USD', '−'
'1306', 'GeForce 9300 SE', '桌面', '−', 'Tesla', '2008', '69 USD', '−'
'1307', 'GeForce 9300M G', '用于笔记本电脑', '−', 'Tesla', '2008', '1279 USD', '13 W'
'1308', 'GeForce 9300M GS', '用于笔记本电脑', '−', 'Tesla', '2008', '20 USD', '13 W'
'1309', 'GeForce 9400', '桌面', '−', 'Tesla', '2007', '190 USD', '40 W'
'1310', 'GeForce 9400 GT', '桌面', '−', 'Tesla', '2008', '128 USD', '50 W'
'1311', 'GeForce 9400M', '桌面', '−', 'Tesla', '2008', '33 USD', '12 W'
'1312', 'GeForce 9400M (G) / ION (LE)', '用于笔记本电脑', '−', '2008', '1030 USD', '12 W', '_'
'1313', 'GeForce 9400M G', '桌面', '−', 'Tesla', '2008', '1279 USD', '12 W'
'1314', 'GeForce 9500 GS', '桌面', '−', 'Tesla', '2008', '3 USD', '40 W'
'1315', 'GeForce 9500 GT', '桌面', '−', 'Tesla', '2008', '153 USD', '50 W'
'1316', 'GeForce 9500M G', '用于笔记本电脑', '−', 'G9x', '2008', '1279 USD', '20 W'
'1317', 'GeForce 9500M GS', '用于笔记本电脑', '−', 'G8x', '2008', '180 USD', '20 W'
'1318', 'GeForce 9600M GS', '用于笔记本电脑', '−', 'G9x', '2008', '154 USD', '20 W'
'1319', 'GeForce 9600M GT', '用于笔记本电脑', '−', 'G9x', '2008', '287 USD', '23 W'
'1320', 'GeForce 9650M GT', '用于笔记本电脑', '−', 'G9x', '2008', '49 USD', '23 W'
'1321', 'GeForce FX 5100', '桌面', '−', 'Rankine', '2003', '−', '−'
'1322', 'GeForce FX 5200', '桌面', '−', 'Celsius', '2003', '103 USD', '−'
'1323', 'GeForce FX 5200 Ultra', '桌面', '−', 'Rankine', '2003', '110 USD', '−'
'1324', 'GeForce FX 5500', '桌面', '−', 'Rankine', '2004', '135 USD', '−'
'1325', 'GeForce FX 5600', '桌面', '−', 'Rankine', '2003', '124 USD', '37 W'
'1326', 'GeForce FX 5600 Ultra', '桌面', '−', 'Rankine', '2003', '154 USD', '−'
'1327', 'GeForce FX 5700', '桌面', '−', 'Rankine', '2003', '212 USD', '25 W'
'1328', 'GeForce FX 5700 Ultra', '桌面', '−', 'Rankine', '2003', '99 USD', '46 W'
'1329', 'GeForce FX 5900', '桌面', '−', 'Rankine', '2003', '315 USD', '−'
'1330', 'GeForce FX 5900 Ultra', '桌面', '−', 'Rankine', '2003', '−', '59 W'
'1331', 'GeForce FX 5950 Ultra', '桌面', '−', 'Rankine', '2003', '−', '74 W'
'1332', 'GeForce FX Go 5200', '用于笔记本电脑', '−', '2003', '−', '−', '_'
'1333', 'GeForce FX Go5300', '桌面', '−', 'Rankine', '2003', '−', '−'
'1334', 'GeForce FX Go5650', '桌面', '−', 'Rankine', '2003', '−', '−'
'1335', 'GeForce FX Go5700', '桌面', '−', 'Rankine', '2005', '−', '−'
'1336', 'GeForce G 103M', '用于笔记本电脑', '−', 'G9x', '2009', '1279 USD', '−'
'1337', 'GeForce G 105M', '用于笔记本电脑', '−', 'G9x', '2009', '1279 USD', '14 W'
'1338', 'GeForce G102M', '桌面', '−', 'Tesla', '2009', '−', '14 W'
'1339', 'GeForce G105M', '用于笔记本电脑', '−', 'Tesla 2.0', '2009', '109 USD', '14 W'
'1340', 'GeForce G205M', '桌面', '−', 'Tesla', '2009', '−', '14 W'
'1341', 'GeForce G210M', '用于笔记本电脑', '−', 'GT2xx', '2009', '43 USD', '14 W'
'1342', 'GeForce Go 6100', '用于笔记本电脑', '−', '2006', '322 USD', '−', '_'
'1343', 'GeForce Go 6150', '用于笔记本电脑', '−', '2006', '299 USD', '−', '_'
'1344', 'GeForce Go 6200', '用于笔记本电脑', '−', 'Curie', '2006', '1000 USD', '10 W'
'1345', 'GeForce Go 6400', '用于笔记本电脑', '−', 'Curie', '2006', '454 USD', '−'
'1346', 'GeForce Go 6600', '用于笔记本电脑', '−', 'Curie', '2005', '161 USD', '−'
'1347', 'GeForce Go 6800', '用于笔记本电脑', '−', 'Curie', '2005', '218 USD', '45 W'
'1348', 'GeForce Go 6800 Ultra', '用于笔记本电脑', '−', 'Curie', '2005', '−', '89 W'
'1349', 'GeForce Go 7200', '用于笔记本电脑', '−', 'Curie', '2006', '1008 USD', '−'
'1350', 'GeForce Go 7300', '用于笔记本电脑', '−', 'Curie', '2006', '274 USD', '−'
'1351', 'GeForce Go 7400', '用于笔记本电脑', '−', 'Curie', '2006', '1000 USD', '−'
'1352', 'GeForce Go 7600', '用于笔记本电脑', '−', 'Curie', '2006', '450 USD', '−'
'1353', 'GeForce Go 7700', '用于笔记本电脑', '−', 'Curie', '2006', '925 USD', '−'
'1354', 'GeForce Go 7800', '用于笔记本电脑', '−', 'G7x', '2006', '207 USD', '35 W'
'1355', 'GeForce Go 7900 GS', '用于笔记本电脑', '−', 'G7x', '2006', '−', '20 W'
'1356', 'GeForce GT 120M', '用于笔记本电脑', '−', 'G9x', '2009', '110 USD', '23 W'
'1357', 'GeForce GT 130M', '用于笔记本电脑', '−', 'G9x', '2009', '89 USD', '23 W'
'1358', 'GeForce GT 220M', '用于笔记本电脑', '−', 'GT2xx', '2009', '310 USD', '23 W'
'1359', 'GeForce GT 320M', '用于笔记本电脑', '−', 'GT2xx', '2010', '310 USD', '14 W'
'1360', 'GeForce GT 325M', '用于笔记本电脑', '−', 'GT2xx', '2010', '310 USD', '23 W'
'1361', 'GeForce PCX 5300', '桌面', '−', 'Rankine', '2004', '−', '−'
'1362', 'GeForce PCX 5750', '桌面', '−', 'Rankine', '2004', '123 USD', '50 W'
'1363', 'GeForce PCX 5900', '桌面', '−', 'Rankine', '2003', '−', '−'
'1364', 'GeForce2 Ultra', '桌面', '−', 'Celsius', '2000', '−', '−'
'1365', 'GeForce4 Ti 4400', '桌面', '−', 'Kelvin', '2002', '−', '−'
'1366', 'GeForce4 Ti 4800 SE', '桌面', '−', 'Kelvin', '2003', '−', '−'
'1367', 'ION', '桌面', '−', 'Tesla', '2008', '69 USD', '20 W'
'1368', 'ION 2', '用于笔记本电脑', '−', 'GT2xx', '2010', '622 USD', '6 W'
'1369', 'ION LE', '桌面', '−', 'Tesla', '2008', '72 USD', '20 W'
'1370', 'NV44', '桌面', '−', 'Curie', '−', '12 USD', '−'
'1371', 'NVS 2100M', '用于移动工作站', '−', 'GT2xx', '2010', '142 USD', '11 W'
'1372', 'NVS 300', '用于工作站', '−', 'Tesla 2.0', '2011', '101 USD', '18 W'
'1373', 'NVS 5100M', '用于工作站', '−', 'Tesla 2.0', '2010', '25 USD', '35 W'
'1374', 'Quadro 400', '用于工作站', '−', 'Tesla 2.0', '2011', '217 USD', '32 W'
'1375', 'Quadro FX 1000', '用于工作站', '−', 'Rankine', '2003', '450 USD', '−'
'1376', 'Quadro FX 1100', '用于工作站', '−', 'Rankine', '2004', '310 USD', '−'
'1377', 'Quadro FX 1300', '用于工作站', '−', 'Rankine', '2004', '300 USD', '55 W'
'1378', 'Quadro FX 1400', '用于工作站', '−', 'Curie', '2004', '552 USD', '55 W'
'1379', 'Quadro FX 1500M', '用于移动工作站', '−', 'G7x', '2006', '69 USD', '20 W'
'1380', 'Quadro FX 1600M', '用于移动工作站', '−', 'G8x', '2007', '212 USD', '50 W'
'1381', 'Quadro FX 1700', '用于工作站', '−', 'Tesla', '2007', '272 USD', '42 W'
'1382', 'Quadro FX 1700M', '用于移动工作站', '−', 'G9x', '2008', '69 USD', '50 W'
'1383', 'Quadro FX 2000', '用于工作站', '−', 'Rankine', '2003', '529 USD', '−'
'1384', 'Quadro FX 3000', '用于工作站', '−', 'Rankine', '2003', '533 USD', '−'
'1385', 'Quadro FX 3450', '用于工作站', '−', 'Curie', '2005', '17 USD', '83 W'
'1386', 'Quadro FX 350', '用于工作站', '−', 'Curie', '2006', '80 USD', '21 W'
'1387', 'Quadro FX 350M', '用于移动工作站', '−', 'Curie', '2006', '69 USD', '15 W'
'1388', 'Quadro FX 360M', '用于移动工作站', '−', 'Tesla', '2007', '69 USD', '17 W'
'1389', 'Quadro FX 370', '用于工作站', '−', 'Tesla', '2007', '90 USD', '35 W'
'1390', 'Quadro FX 370 LP', '用于工作站', '−', 'Tesla', '2008', '125 USD', '25 W'
'1391', 'Quadro FX 370M', '用于移动工作站', '−', 'Tesla', '2008', '69 USD', '20 W'
'1392', 'Quadro FX 380', '用于工作站', '−', 'Tesla', '2009', '38 USD', '34 W'
'1393', 'Quadro FX 380 LP', '用于工作站', '−', 'Tesla 2.0', '2009', '92 USD', '28 W'
'1394', 'Quadro FX 380M', '用于移动工作站', '−', 'GT2xx', '2010', '69 USD', '25 W'
'1395', 'Quadro FX 4000', '用于工作站', '−', 'Curie', '2004', '168 USD', '142 W'
'1396', 'Quadro FX 540', '用于工作站', '−', 'Curie', '2004', '50 USD', '25 W'
'1397', 'Quadro FX 550', '用于工作站', '−', 'Curie', '2006', '289 USD', '30 W'
'1398', 'Quadro FX 560', '用于工作站', '−', 'Curie', '2006', '89 USD', '30 W'
'1399', 'Quadro FX 570M', '用于移动工作站', '−', 'G8x', '2007', '69 USD', '35 W'
'1400', 'Quadro FX 580', '用于工作站', '−', 'Tesla', '2009', '84 USD', '40 W'
'1401', 'Quadro FX 770M', '用于移动工作站', '−', 'G9x', '2008', '387 USD', '35 W'
'1402', 'Quadro FX Go1400', '用于工作站', '−', 'Curie', '2005', '−', '−'
'1403', 'Quadro NVS 110M', '用于移动工作站', '−', 'Curie', '2006', '99 USD', '10 W'
'1404', 'Quadro NVS 120M', '用于移动工作站', '−', 'Curie', '2006', '99 USD', '10 W'
'1405', 'Quadro NVS 130M', '用于移动工作站', '−', 'Tesla', '2007', '105 USD', '10 W'
'1406', 'Quadro NVS 135M', '用于移动工作站', '−', 'Tesla', '2007', '105 USD', '10 W'
'1407', 'Quadro NVS 140M', '用于移动工作站', '−', 'Tesla', '2007', '105 USD', '10 W'
'1408', 'Quadro NVS 150M', '用于移动工作站', '−', 'Tesla', '2008', '105 USD', '10 W'
'1409', 'Quadro NVS 160M', '用于移动工作站', '−', 'Tesla', '2008', '105 USD', '12 W'
'1410', 'Quadro NVS 210S', '用于工作站', '−', 'Curie', '2003', '149 USD', '11 W'
'1411', 'Quadro NVS 280 PCI', '用于工作站', '−', 'Rankine', '2003', '100 USD', '13 W'
'1412', 'Quadro NVS 285', '用于工作站', '−', 'Curie', '2006', '57 USD', '18 W'
'1413', 'Quadro NVS 295', '用于工作站', '−', 'Tesla', '2009', '54 USD', '23 W'
'1414', 'Quadro NVS 420', '用于工作站', '−', 'Tesla', '2009', '102 USD', '40 W'
'1415', 'Quadro NVS 440', '用于工作站', '−', 'Curie', '2006', '129 USD', '31 W'
'1416', 'Quadro NVS 450', '用于工作站', '−', 'Tesla', '2008', '166 USD', '35 W'
'1417', 'Quadro4 380 XGL', '用于工作站', '−', 'Celsius', '2002', '30 USD', '−'
